,Graph,Collection,Nodes,Edges,Density,Maximum degree,Minimum degree,Average degree,Assortativity,Total triangles,Average triangles,Maximum triangles,Avg. clustering coef.,Frac. closed triangles,Maximum k-core,Max. clique (lb)
64,tech-internet-as,Technological Networks,40164.0,85123.0,0.000105539,3370.0,1.0,4.0,-0.178102,189840.0,4.726620854496564,8513.0,0.205467,0.00663543,24.0,16.0
65,tech-ip,Technological Networks,2250498.0,21644714.0,8.54722e-06,1833169.0,2.0,19.0,1.00884,6896001.0,3.0642111212718253,148179.0,0.00199255,3.3577099999999995e-06,254.0,4.0
66,tech-p2p-gnutella,Technological Networks,62561.0,147878.0,7.55672e-05,95.0,1.0,4.0,-0.09272999999999999,6072.0,0.09705727210242802,17.0,0.00546606,0.00387203,7.0,4.0
68,tech-pgp,Technological Networks,10680.0,24340.0,0.000426824,206.0,1.0,4.0,0.239454,164934.0,15.443258426966292,2306.0,0.26598,0.37791199999999997,32.0,25.0
69,tech-routers-rf,Technological Networks,2113.0,6632.0,0.00297222,109.0,1.0,6.0,0.019161400000000002,31212.0,14.771415049692381,588.0,0.246429,0.22826,16.0,16.0
70,socfb-A-anon,Facebook Networks,3097165.0,23667394.0,4.9346e-06,4915.0,1.0,15.0,-0.05568240000000001,166819284.0,53.86192986166381,50241.0,0.09700589999999999,0.0476992,75.0,9.0
71,socfb-American75,Facebook Networks,6386.0,217662.0,0.0106763,930.0,1.0,68.0,0.0660225,4400862.0,689.1421860319449,17432.0,0.240179,0.163545,57.0,9.0
72,socfb-Amherst41,Facebook Networks,2235.0,90954.0,0.0364327,467.0,1.0,81.0,0.0584284,2748795.0,1229.8859060402685,14640.0,0.310386,0.23313699999999998,64.0,10.0
73,socfb-Auburn71,Facebook Networks,18448.0,973918.0,0.00572371,5160.0,1.0,105.0,0.00104575,30329328.0,1644.0442324371206,198991.0,0.222753,0.13671,96.0,13.0
74,socfb-B-anon,Facebook Networks,2937612.0,20959854.0,4.85769e-06,4356.0,1.0,14.0,-0.11208399999999999,155972349.0,53.0949454863338,36861.0,0.09118960000000001,0.0483293,64.0,12.0
75,socfb-BC17,Facebook Networks,11509.0,486967.0,0.00735347,1377.0,1.0,84.0,0.0760332,10548657.0,916.5572160917543,27761.0,0.209771,0.144294,70.0,12.0
76,socfb-BU10,Facebook Networks,19700.0,637528.0,0.00328563,1819.0,1.0,64.0,0.045365800000000005,9227970.0,468.4248730964467,22496.0,0.190452,0.120834,51.0,12.0
77,socfb-Baylor93,Facebook Networks,12803.0,679817.0,0.00829531,2109.0,1.0,106.0,0.0787298,20917197.0,1633.7731000546746,40865.0,0.21016100000000001,0.155384,97.0,11.0
78,socfb-Berkeley13,Facebook Networks,22900.0,852419.0,0.00325111,3434.0,1.0,74.0,0.0103023,16108779.0,703.4401310043668,69511.0,0.207071,0.11382,65.0,15.0
79,socfb-Bingham82,Facebook Networks,10004.0,362894.0,0.0072528,553.0,1.0,72.0,0.137364,7163862.0,716.0997600959616,17652.0,0.22288899999999998,0.159825,58.0,10.0
80,socfb-Bowdoin47,Facebook Networks,2252.0,84387.0,0.033293699999999996,670.0,1.0,74.0,0.05620459999999999,2131455.0,946.4720248667851,22411.0,0.288719,0.216336,59.0,9.0
81,socfb-Brandeis99,Facebook Networks,3898.0,137567.0,0.018112200000000002,1972.0,1.0,70.0,-0.025515299999999998,3056655.0,784.159825551565,62180.0,0.26210300000000003,0.16406800000000002,57.0,9.0
82,socfb-Brown11,Facebook Networks,8600.0,384526.0,0.0103994,1075.0,1.0,89.0,0.0693888,8858001.0,1030.0001162790697,17972.0,0.21738200000000002,0.144968,71.0,10.0
83,socfb-Bucknell39,Facebook Networks,3826.0,158864.0,0.021711,506.0,1.0,83.0,0.09450739999999999,3981768.0,1040.7130162049139,10118.0,0.27846,0.201811,60.0,9.0
84,socfb-CMU,Facebook Networks,6621.0,249959.0,0.0114056,840.0,1.0,75.0,0.122458,6930159.0,1046.6937018577255,24065.0,0.27877199999999996,0.185256,70.0,15.0
85,socfb-Cal65,Facebook Networks,11247.0,351358.0,0.00555578,415.0,1.0,62.0,0.19161199999999998,6361083.0,565.5804214457189,8243.0,0.22748000000000002,0.161919,64.0,19.0
86,socfb-Caltech36,Facebook Networks,769.0,16656.0,0.0564044,248.0,1.0,43.0,-0.065273,358689.0,466.4356306892068,3953.0,0.409294,0.291283,36.0,12.0
87,socfb-Carnegie49,Facebook Networks,6637.0,249967.0,0.011351,840.0,1.0,75.0,0.12250699999999999,6930159.0,1044.1704083170107,24065.0,0.2781,0.185256,70.0,15.0
88,socfb-Colgate88,Facebook Networks,3482.0,155043.0,0.025582900000000002,773.0,1.0,89.0,0.06700089999999999,4263771.0,1224.5178058587019,15444.0,0.267257,0.20665799999999998,66.0,12.0
89,socfb-Columbia2,Facebook Networks,11770.0,444333.0,0.00641538,3375.0,1.0,75.0,-0.00217816,9858834.0,837.6239592183517,116436.0,0.23032199999999997,0.129498,67.0,10.0
90,socfb-Cornell5,Facebook Networks,18660.0,790777.0,0.00454239,3156.0,1.0,84.0,0.01805,18337950.0,982.7411575562701,77234.0,0.21905100000000002,0.135615,85.0,13.0
91,socfb-Dartmouth6,Facebook Networks,7694.0,304076.0,0.010274600000000002,948.0,1.0,79.0,0.0443845,6833094.0,888.1068364959709,17520.0,0.243062,0.15103699999999998,67.0,11.0
92,socfb-Duke14,Facebook Networks,9885.0,506437.0,0.010366799999999999,1887.0,1.0,102.0,0.06665599999999999,15427674.0,1560.7156297420333,41982.0,0.245542,0.16592300000000001,86.0,9.0
93,socfb-Emory27,Facebook Networks,7460.0,330014.0,0.0118616,1095.0,1.0,88.0,0.0663278,9458490.0,1267.8941018766757,25622.0,0.25585,0.188818,74.0,10.0
94,socfb-FSU53,Facebook Networks,27737.0,1034802.0,0.0026902,2555.0,1.0,74.0,0.09936160000000001,23575941.0,849.9816490608213,27950.0,0.21709099999999998,0.153318,82.0,24.0
95,socfb-GWU54,Facebook Networks,12193.0,469528.0,0.00631693,2002.0,1.0,77.0,0.0252873,9641643.0,790.7523169031411,31277.0,0.217272,0.138699,63.0,9.0
96,socfb-Georgetown15,Facebook Networks,9414.0,425638.0,0.00960657,1235.0,1.0,90.0,0.0754203,10064085.0,1069.0551306564691,29185.0,0.224958,0.148545,74.0,10.0
97,socfb-Hamilton46,Facebook Networks,2314.0,96394.0,0.036019800000000005,602.0,1.0,83.0,0.0305937,2739387.0,1183.831892826275,18607.0,0.298061,0.219208,64.0,15.0
98,socfb-Harvard1,Facebook Networks,15126.0,824617.0,0.0072088000000000005,1183.0,1.0,109.0,0.145055,24848793.0,1642.7867909559698,36488.0,0.21233400000000002,0.13561600000000001,104.0,9.0
99,socfb-Haverford76,Facebook Networks,1446.0,59589.0,0.0570374,375.0,1.0,82.0,0.0674921,1883580.0,1302.6141078838175,12764.0,0.32295799999999997,0.250546,64.0,17.0
100,socfb-Howard90,Facebook Networks,4047.0,204850.0,0.025021099999999998,1215.0,1.0,101.0,0.0578825,6533079.0,1614.3017049666419,51725.0,0.22839,0.17307999999999998,82.0,9.0
101,socfb-Indiana,Facebook Networks,29732.0,1305757.0,0.00295433,1358.0,1.0,87.0,0.132925,28173249.0,947.5732880398224,37292.0,0.20467,0.135006,77.0,11.0
102,socfb-Indiana69,Facebook Networks,29747.0,1305765.0,0.00295137,1358.0,1.0,87.0,0.132934,28173249.0,947.0954718122836,37292.0,0.204567,0.135006,77.0,11.0
103,socfb-JMU79,Facebook Networks,14070.0,485564.0,0.00490591,3274.0,1.0,69.0,0.0029515,8176923.0,581.1601279317697,63729.0,0.201796,0.130691,61.0,9.0
104,socfb-JohnsHopkins55,Facebook Networks,5180.0,186586.0,0.013910200000000001,886.0,1.0,72.0,0.079805,4943355.0,954.315637065637,16384.0,0.268393,0.193161,65.0,9.0
105,socfb-Lehigh96,Facebook Networks,5075.0,198347.0,0.0154053,973.0,1.0,78.0,0.0351435,4865694.0,958.7574384236453,26872.0,0.266447,0.189743,63.0,10.0
106,socfb-MIT,Facebook Networks,6402.0,251230.0,0.0122613,708.0,1.0,78.0,0.119896,7111758.0,1110.8650421743205,27788.0,0.27236,0.180288,73.0,9.0
107,socfb-MIT8,Facebook Networks,6440.0,251252.0,0.0121181,708.0,1.0,78.0,0.120051,7111761.0,1104.3107142857143,27788.0,0.271219,0.180288,73.0,9.0
108,socfb-MSU24,Facebook Networks,32375.0,1118774.0,0.00213484,5267.0,1.0,69.0,0.00904746,19353549.0,597.7930193050194,53087.0,0.204153,0.12205999999999999,83.0,11.0
109,socfb-MU78,Facebook Networks,15436.0,649449.0,0.00545172,653.0,1.0,84.0,0.15846,13945266.0,903.4248509976678,13592.0,0.21420799999999998,0.151753,71.0,11.0
110,socfb-Maine59,Facebook Networks,9069.0,243247.0,0.00591571,1011.0,1.0,53.0,0.0731555,3448011.0,380.1974859411181,8064.0,0.23889499999999997,0.145333,45.0,11.0
111,socfb-Maryland58,Facebook Networks,20871.0,744862.0,0.00342011,3784.0,1.0,71.0,0.00142236,13972512.0,669.4701739255427,48720.0,0.20749299999999998,0.129323,66.0,9.0
112,socfb-Mich67,Facebook Networks,3748.0,81903.0,0.011664,419.0,1.0,43.0,0.141737,1403316.0,374.41728922091784,7553.0,0.281588,0.19380999999999998,46.0,14.0
113,socfb-Michigan23,Facebook Networks,30147.0,1176516.0,0.00258913,2031.0,1.0,78.0,0.115002,24752640.0,821.0647825654294,43887.0,0.20983600000000002,0.132609,89.0,11.0
114,socfb-Middlebury45,Facebook Networks,3075.0,124610.0,0.0263654,473.0,1.0,81.0,0.0784831,3357693.0,1091.9326829268293,12820.0,0.281629,0.210842,63.0,13.0
115,socfb-Mississippi66,Facebook Networks,10521.0,610911.0,0.011039100000000001,1691.0,1.0,116.0,0.150673,24761280.0,2353.510122611919,60286.0,0.247916,0.182167,117.0,10.0
116,socfb-NYU9,Facebook Networks,21679.0,715715.0,0.00304587,2315.0,1.0,66.0,0.0106439,10859937.0,500.9427095345726,39402.0,0.19403900000000002,0.107627,55.0,13.0
117,socfb-Northeastern19,Facebook Networks,13882.0,381934.0,0.00396411,968.0,1.0,55.0,0.0681706,5030112.0,362.34778850309755,21591.0,0.201149,0.128196,44.0,11.0
118,socfb-Northwestern25,Facebook Networks,10567.0,488337.0,0.00874757,2105.0,1.0,92.0,0.0344413,13200960.0,1249.2627992807797,46746.0,0.23799099999999998,0.16025899999999998,77.0,21.0
119,socfb-NotreDame57,Facebook Networks,12155.0,541339.0,0.00732867,1344.0,1.0,89.0,0.0477132,10576236.0,870.1140271493213,22012.0,0.20881599999999997,0.126433,71.0,12.0
120,socfb-OR,Facebook Networks,63392.0,816885.0,0.000406564,1098.0,1.0,25.0,0.176751,10504575.0,165.70821239273096,19467.0,0.221807,0.14772000000000002,53.0,10.0
121,socfb-Oberlin44,Facebook Networks,2920.0,89912.0,0.021097499999999998,478.0,1.0,61.0,0.0500802,1667100.0,570.9246575342465,10635.0,0.263398,0.173822,50.0,11.0
122,socfb-Oklahoma97,Facebook Networks,17425.0,892528.0,0.00587938,2568.0,1.0,102.0,0.07367330000000001,30820938.0,1768.7769296987087,52671.0,0.229787,0.15867799999999999,108.0,15.0
123,socfb-Penn94,Facebook Networks,41536.0,1362220.0,0.0015792,4410.0,1.0,65.0,-0.00132831,21623388.0,520.5938944530046,68097.0,0.21183600000000002,0.098215,63.0,17.0
124,socfb-Pepperdine86,Facebook Networks,3445.0,152007.0,0.025623700000000003,674.0,1.0,88.0,0.0555095,4763829.0,1382.8240928882437,23929.0,0.277445,0.206423,72.0,10.0
125,socfb-Princeton12,Facebook Networks,6596.0,293320.0,0.013485800000000001,628.0,1.0,88.0,0.09109210000000001,7561623.0,1146.3952395391145,16110.0,0.236902,0.163885,77.0,10.0
126,socfb-Reed98,Facebook Networks,962.0,18812.0,0.0406974,313.0,1.0,39.0,0.023433900000000004,291411.0,302.9220374220374,4242.0,0.31836,0.22070599999999999,35.0,10.0
127,socfb-Rice31,Facebook Networks,4087.0,184828.0,0.0221358,581.0,1.0,90.0,0.0648617,5713911.0,1398.0697333007095,18443.0,0.294188,0.203183,73.0,13.0
128,socfb-Rochester38,Facebook Networks,4563.0,161404.0,0.015507399999999998,1224.0,1.0,70.0,0.0249558,3879213.0,850.1452991452992,24131.0,0.29322,0.198468,57.0,9.0
129,socfb-Rutgers89,Facebook Networks,24580.0,784602.0,0.00259737,1642.0,1.0,63.0,0.0757115,13394787.0,544.9465825874695,21290.0,0.22119699999999998,0.138594,57.0,9.0
130,socfb-Santa74,Facebook Networks,3578.0,151747.0,0.0237132,1129.0,1.0,84.0,0.0706336,4357305.0,1217.8046394633873,31739.0,0.262967,0.202237,69.0,9.0
131,socfb-Simmons81,Facebook Networks,1518.0,32988.0,0.0286503,300.0,1.0,43.0,-0.061966999999999994,505686.0,333.12648221343875,5202.0,0.314938,0.212398,35.0,10.0
132,socfb-Smith60,Facebook Networks,2970.0,97133.0,0.0220308,349.0,1.0,65.0,0.043617199999999995,1905849.0,641.7,6864.0,0.28345,0.193123,49.0,9.0
133,socfb-Stanford3,Facebook Networks,11586.0,568309.0,0.00846808,1172.0,1.0,98.0,0.101951,17507610.0,1511.1004660797514,33177.0,0.241639,0.157436,92.0,10.0
134,socfb-Swarthmore42,Facebook Networks,1659.0,61050.0,0.04439,577.0,1.0,73.0,0.060967099999999996,1658166.0,999.497287522604,19729.0,0.296539,0.22670700000000002,61.0,11.0
135,socfb-Syracuse56,Facebook Networks,13653.0,543982.0,0.00583701,1340.0,1.0,79.0,0.0645488,13109538.0,960.1946824873654,18708.0,0.235711,0.170546,76.0,13.0
136,socfb-Temple83,Facebook Networks,13686.0,360795.0,0.00385274,1394.0,1.0,52.0,0.0302841,5592252.0,408.61113546690046,16993.0,0.213252,0.126848,62.0,10.0
137,socfb-Tennessee95,Facebook Networks,16979.0,770659.0,0.0053468000000000005,4943.0,1.0,90.0,0.000522807,21564507.0,1270.0693209258495,155902.0,0.235146,0.13865999999999998,88.0,9.0
138,socfb-Texas80,Facebook Networks,31560.0,1219650.0,0.00244909,1796.0,1.0,77.0,0.163892,28868289.0,914.7113117870722,34619.0,0.216629,0.15309,79.0,12.0
139,socfb-Texas84,Facebook Networks,36364.0,1590651.0,0.00240588,6312.0,1.0,87.0,-0.00150477,33535656.0,922.2213177868222,141050.0,0.193727,0.09988999999999999,82.0,9.0
140,socfb-Trinity100,Facebook Networks,2613.0,111996.0,0.032818599999999996,404.0,1.0,85.0,0.0719057,3277602.0,1254.3444316877153,12108.0,0.290325,0.227958,68.0,11.0
141,socfb-Tufts18,Facebook Networks,6682.0,249728.0,0.011187899999999999,827.0,1.0,74.0,0.118031,5437572.0,813.7641424723137,19086.0,0.22908499999999998,0.162119,65.0,9.0
142,socfb-Tulane29,Facebook Networks,7752.0,283918.0,0.00945043,1188.0,1.0,73.0,0.09760060000000001,7296960.0,941.3003095975232,18306.0,0.254924,0.190198,69.0,16.0
143,socfb-UC33,Facebook Networks,16808.0,522147.0,0.00369672,1415.0,1.0,62.0,0.0939294,9670329.0,575.3408495954308,22686.0,0.228586,0.149198,59.0,15.0
144,socfb-UC61,Facebook Networks,13746.0,442174.0,0.00468061,687.0,1.0,64.0,0.196892,10531566.0,766.1549541684853,22660.0,0.2622,0.177476,69.0,18.0
145,socfb-UC64,Facebook Networks,6833.0,155332.0,0.00665475,660.0,1.0,45.0,0.12549000000000002,2812521.0,411.608517488658,8440.0,0.270258,0.190653,52.0,13.0
146,socfb-UCF52,Facebook Networks,14940.0,428989.0,0.00384418,4765.0,1.0,57.0,-0.00770684,10051212.0,672.7718875502009,93028.0,0.23260100000000003,0.156494,85.0,14.0
147,socfb-UCLA,Facebook Networks,20453.0,747604.0,0.00357445,1180.0,1.0,73.0,0.136046,15339651.0,749.9951596342835,17534.0,0.214927,0.14313499999999998,66.0,9.0
148,socfb-UCLA26,Facebook Networks,20467.0,747613.0,0.0035695999999999996,1180.0,1.0,73.0,0.136067,15339654.0,749.4822885620755,17534.0,0.214894,0.14313499999999998,66.0,9.0
149,socfb-UCSB37,Facebook Networks,14917.0,482215.0,0.00433448,810.0,1.0,64.0,0.183062,9229971.0,618.7551786552256,16140.0,0.22099000000000002,0.157027,66.0,12.0
150,socfb-UCSC68,Facebook Networks,8991.0,224584.0,0.00555701,454.0,1.0,49.0,0.132379,3432156.0,381.7323990657324,7293.0,0.23698000000000002,0.172203,44.0,12.0
151,socfb-UCSD34,Facebook Networks,14948.0,443221.0,0.00396747,2165.0,1.0,59.0,0.0343554,7995471.0,534.8856703237891,25961.0,0.226739,0.150273,57.0,12.0
152,socfb-UChicago30,Facebook Networks,6591.0,208103.0,0.00958234,1624.0,1.0,63.0,0.018002,4083579.0,619.5689576695494,33515.0,0.251855,0.154556,55.0,9.0
153,socfb-UConn,Facebook Networks,17206.0,604867.0,0.00408654,1709.0,1.0,70.0,0.088615,10252326.0,595.8576078112286,21515.0,0.201941,0.132356,66.0,9.0
154,socfb-UConn91,Facebook Networks,17212.0,604870.0,0.00408371,1709.0,1.0,70.0,0.08862089999999999,10252326.0,595.6498954217988,21515.0,0.201871,0.132356,66.0,9.0
155,socfb-UF,Facebook Networks,35111.0,1465654.0,0.00237787,8246.0,1.0,83.0,-0.009648499999999999,36440373.0,1037.8620090569907,159087.0,0.221154,0.120511,84.0,13.0
156,socfb-UF21,Facebook Networks,35123.0,1465660.0,0.00237625,8246.0,1.0,83.0,-0.00964788,36440373.0,1037.5074167924151,159087.0,0.22107800000000002,0.120511,84.0,13.0
157,socfb-UGA50,Facebook Networks,24389.0,1174057.0,0.00394774,2926.0,1.0,96.0,0.08963120000000001,30263433.0,1240.8640370658904,41323.0,0.210733,0.144346,87.0,12.0
158,socfb-UIllinois,Facebook Networks,30795.0,1264421.0,0.00266671,4632.0,1.0,82.0,0.027850200000000002,28052775.0,910.9522649780808,66178.0,0.214819,0.140501,86.0,9.0
159,socfb-UIllinois20,Facebook Networks,30809.0,1264428.0,0.0026643,4632.0,1.0,82.0,0.0278529,28052775.0,910.5383167256322,66178.0,0.21472199999999997,0.140501,86.0,9.0
160,socfb-UMass92,Facebook Networks,16516.0,519385.0,0.00380834,3684.0,1.0,62.0,-0.00137358,7949580.0,481.3259869217728,63196.0,0.20907399999999998,0.12323900000000002,54.0,10.0
161,socfb-UNC28,Facebook Networks,18163.0,766800.0,0.00464901,3795.0,1.0,84.0,6.82815e-05,16275057.0,896.0555524968343,94190.0,0.202085,0.115593,83.0,11.0
162,socfb-UPenn7,Facebook Networks,14916.0,686501.0,0.00617157,1602.0,1.0,92.0,0.0925413,16403901.0,1099.7520112630732,28942.0,0.21367399999999998,0.142938,78.0,10.0
163,socfb-USC35,Facebook Networks,17444.0,801853.0,0.00527057,4459.0,1.0,91.0,0.00550609,21485247.0,1231.6697431781702,106421.0,0.214383,0.144122,87.0,9.0
164,socfb-USF51,Facebook Networks,13377.0,321214.0,0.00359037,897.0,1.0,48.0,0.146424,5491518.0,410.51939896837854,15926.0,0.23234899999999997,0.152502,60.0,10.0
165,socfb-USFCA72,Facebook Networks,2682.0,65252.0,0.0181496,405.0,1.0,48.0,0.0918948,1115118.0,415.77852348993287,7447.0,0.26700300000000005,0.190678,44.0,10.0
166,socfb-UVA16,Facebook Networks,17196.0,789321.0,0.00533893,3182.0,1.0,91.0,0.0255021,18665178.0,1085.437194696441,65192.0,0.210452,0.134957,82.0,9.0
167,socfb-Vanderbilt48,Facebook Networks,8069.0,427832.0,0.013143700000000001,2041.0,1.0,106.0,0.0378327,14224983.0,1762.917709753377,60775.0,0.24986399999999998,0.181733,87.0,9.0
168,socfb-Vassar85,Facebook Networks,3068.0,119161.0,0.0253277,482.0,1.0,77.0,0.100781,2548887.0,830.7975880052152,11918.0,0.24605,0.176583,61.0,10.0
169,socfb-Vermont70,Facebook Networks,7324.0,191221.0,0.00713064,864.0,1.0,52.0,0.07720489999999999,2842242.0,388.0723648279629,11800.0,0.22935999999999998,0.15246400000000002,47.0,14.0
170,socfb-Villanova62,Facebook Networks,7772.0,314989.0,0.010430799999999999,1183.0,1.0,81.0,0.0612687,7351749.0,945.9275604734946,27116.0,0.23500900000000002,0.165655,66.0,9.0
171,socfb-Virginia63,Facebook Networks,21325.0,698178.0,0.00307071,7206.0,1.0,65.0,-0.016074,13453515.0,630.8799531066823,153243.0,0.219347,0.10511,71.0,9.0
172,socfb-Wake73,Facebook Networks,5372.0,279191.0,0.019352599999999998,1341.0,1.0,103.0,0.070939,9953520.0,1852.8518242740133,49219.0,0.275834,0.203907,86.0,10.0
173,socfb-WashU32,Facebook Networks,7755.0,367541.0,0.0122244,1794.0,1.0,94.0,0.040456400000000003,10655649.0,1374.0359767891682,45503.0,0.261288,0.17193699999999998,78.0,9.0
174,socfb-Wellesley22,Facebook Networks,2970.0,94899.0,0.021524099999999997,746.0,1.0,63.0,0.0642533,1821111.0,613.1686868686869,19598.0,0.264173,0.172733,52.0,10.0
175,socfb-Wesleyan43,Facebook Networks,3593.0,138035.0,0.021390700000000002,549.0,1.0,76.0,0.0950834,3283092.0,913.7467297522961,9661.0,0.260682,0.194891,62.0,19.0
176,socfb-William77,Facebook Networks,6472.0,266378.0,0.0127209,1124.0,1.0,82.0,0.0516014,6445185.0,995.8567676143387,22374.0,0.253614,0.167964,65.0,10.0
177,socfb-Williams40,Facebook Networks,2790.0,112986.0,0.0290404,610.0,1.0,80.0,0.040369199999999994,3005070.0,1077.0860215053763,19058.0,0.291312,0.207477,63.0,14.0
178,socfb-Wisconsin87,Facebook Networks,23831.0,835946.0,0.00294403,3484.0,1.0,70.0,-0.00354211,14586621.0,612.085980445638,46791.0,0.21035,0.12013399999999999,61.0,12.0
179,socfb-Yale4,Facebook Networks,8578.0,405450.0,0.011021600000000001,2517.0,1.0,94.0,0.018630400000000002,10742559.0,1252.338423875029,90028.0,0.234548,0.151082,84.0,10.0
180,socfb-konect,Facebook Networks,59216211.0,92522012.0,5.2770800000000006e-08,4960.0,1.0,3.0,-0.29291300000000003,19134840.0,0.3231351631059272,7781.0,0.042727999999999995,0.00125,17.0,6.0
181,socfb-nips-ego,Facebook Networks,2888.0,2981.0,0.0007150689999999999,769.0,1.0,2.0,-0.6682140000000001,273.0,0.09452908587257618,52.0,0.027247399999999998,0.00035938,4.0,4.0
182,socfb-uci-uni,Facebook Networks,58790782.0,92208195.0,5.3355699999999995e-08,4960.0,1.0,3.0,-0.294155,19126557.0,0.32533258360128636,7781.0,0.0429952,0.00124961,17.0,6.0
