,Graph,Collection,Nodes,Edges,Density,Maximum degree,Minimum degree,Average degree,Assortativity,Total triangles,Average triangles,Maximum triangles,Avg. clustering coef.,Frac. closed triangles,Maximum k-core,Max. clique (lb)
730,p-hat700-1,DIMACS,700,60999.0,0.24933200000000003,286.0,75.0,174.0,-0.0985095,3344832.0,4778.0,11551.0,0.29819,0.289517,118.0,9.0
731,p-hat700-2,DIMACS,700,121728.0,0.49756000000000006,539.0,157.0,347.0,-0.101368,26656629.0,38080.0,79243.0,0.5963109999999999,0.5789880000000001,236.0,41.0
732,p-hat700-3,DIMACS,700,183010.0,0.7480479999999999,627.0,408.0,522.0,-0.014674000000000001,73610049.0,105157.0,147952.0,0.763166,0.762753,427.0,55.0
733,san1000,DIMACS,1000,250500.0,0.501502,550.0,445.0,501.0,0.674301,86356584.0,86356.0,100736.0,0.685062,0.687277,465.0,9.0
734,san200-0-7-1,DIMACS,200,13930.0,0.7,155.0,125.0,139.0,0.0677214,1400736.0,7003.0,8577.0,0.726296,0.7260810000000001,126.0,17.0
735,san200-0-7-2,DIMACS,200,13930.0,0.7,164.0,103.0,139.0,0.26306199999999996,1454424.0,7272.0,9785.0,0.729743,0.7418060000000001,123.0,13.0
736,san200-0-9-1,DIMACS,200,17910.0,0.9,191.0,159.0,179.0,0.040646499999999995,2880723.0,14403.0,16354.0,0.9018360000000001,0.902019,163.0,48.0
737,san200-0-9-2,DIMACS,200,17910.0,0.9,188.0,169.0,179.0,-0.00299399,2873712.0,14368.0,15819.0,0.900435,0.9004270000000001,170.0,40.0
738,san200-0-9-3,DIMACS,200,17910.0,0.9,187.0,166.0,179.0,-0.0107095,2871009.0,14355.0,15645.0,0.899727,0.8997120000000001,170.0,33.0
739,san400-0-5-1,DIMACS,400,39900.0,0.5,225.0,174.0,199.0,0.602703,5225496.0,13063.0,15898.0,0.654299,0.656928,184.0,8.0
740,san400-0-7-1,DIMACS,400,55860.0,0.7,301.0,257.0,279.0,-0.00454926,11388942.0,28472.0,32312.0,0.732441,0.7320840000000001,262.0,22.0
741,san400-0-7-2,DIMACS,400,55860.0,0.7,304.0,257.0,279.0,0.0301442,11280099.0,28200.0,32886.0,0.7253,0.725079,260.0,18.0
742,san400-0-7-3,DIMACS,400,55860.0,0.7,307.0,250.0,279.0,0.17637,11171766.0,27929.0,33668.0,0.716974,0.717533,254.0,15.0
743,san400-0-9-1,DIMACS,400,71820.0,0.9,374.0,341.0,359.0,-0.00497182,23169036.0,57922.0,62776.0,0.9006549999999999,0.900644,345.0,54.0
744,sanr200-0-7,DIMACS,200,13868.0,0.6968840000000001,161.0,120.0,138.0,-0.0166367,1332702.0,6663.0,8899.0,0.696634,0.696584,125.0,16.0
745,sanr200-0-9,DIMACS,200,17863.0,0.8976379999999999,189.0,166.0,178.0,-0.0101712,2850288.0,14251.0,15942.0,0.897741,0.8977299999999999,167.0,37.0
746,sanr400-0-5,DIMACS,400,39984.0,0.501053,233.0,161.0,199.0,-0.00815075,3996342.0,9990.0,13587.0,0.501093,0.501063,178.0,12.0
747,sanr400-0-7,DIMACS,400,55869.0,0.700113,310.0,252.0,279.0,-0.00169434,10901049.0,27252.0,33547.0,0.7001890000000001,0.7001930000000001,259.0,19.0
748,144,DIMACS10,144649,1074393.0,0.000102699,26.0,4.0,14.0,0.050613599999999995,6223515.0,43.0,104.0,0.422955,0.403592,10.0,7.0
749,598a,DIMACS10,110971,741934.0,0.000120498,26.0,5.0,13.0,0.33520700000000003,3864786.0,34.0,79.0,0.425972,0.40047699999999997,9.0,7.0
750,adaptive,DIMACS10,6815744,13624320.0,5.870000000000001e-07,4.0,2.0,3.0,0.6660159999999999,0.0,0.0,0.0,0.0,0.0,3.0,2.0
751,auto,DIMACS10,448695,3314611.0,3.289999999999999e-05,37.0,4.0,14.0,0.155883,18735552.0,41.0,122.0,0.414662,0.396025,10.0,7.0
752,bio-celegansneural,DIMACS10,297,2345.0,0.05334880000000001,134.0,1.0,15.0,-0.15200999999999998,12633.0,42.0,427.0,0.311483,0.19889500000000002,12.0,8.0
753,bio-pdb1HYS,DIMACS10,36417,2154174.0,0.00324874,203.0,17.0,118.0,0.45588999999999996,144957945.0,3980.0,9086.0,0.57218,0.5345439999999999,75.0,57.0
754,c-62ghs,DIMACS10,41731,258806.0,0.000297233,5059.0,1.0,12.0,-0.015299799999999999,0.0,0.0,0.0,0.0,0.0,61.0,2.0
755,c-66b,DIMACS10,49989,224509.0,0.00017969,5236.0,1.0,8.0,-0.0485612,0.0,0.0,0.0,0.0,0.0,43.0,2.0
756,channel-500x100x100-b050,DIMACS10,4802000,42681372.0,3.7e-06,18.0,6.0,17.0,0.608917,282980040.0,58.0,60.0,0.39529699999999995,0.393762,10.0,4.0
757,chesapeake,DIMACS10,39,170.0,0.22941999999999999,33.0,3.0,8.0,-0.375783,582.0,14.0,71.0,0.450237,0.28418000000000004,7.0,5.0
758,citationCiteseer,DIMACS10,268495,1156647.0,3.21e-05,1318.0,1.0,8.0,-0.0577817,2542260.0,9.0,3754.0,0.186212,0.0572577,16.0,13.0
759,cnr-2000,DIMACS10,325557,3128710.0,5.9e-05,18278.0,1.0,19.0,-0.186978,96049976.0,295.0,720065.0,0.492983,0.012070200000000001,162.0,66.0
760,co-papers-citeseer,DIMACS10,434102,16036720.0,0.00017020099999999998,1188.0,1.0,73.0,0.81929,2616121701.0,6026.0,382493.0,0.827583,0.7705380000000001,845.0,845.0
761,co-papers-dblp,DIMACS10,540486,15245729.0,0.000104378,3299.0,1.0,56.0,0.509785,1332285174.0,2464.0,284067.0,0.8018770000000001,0.65615,337.0,218.0
762,coAuthorsCiteseer,DIMACS10,227320,814134.0,3.15e-05,1372.0,1.0,7.0,0.0696073,8139894.0,35.0,5398.0,0.6758029999999999,0.455516,87.0,69.0
763,connectus,DIMACS10,394792,1127518.0,1.4499999999999998e-05,120075.0,0.0,5.0,-33.5027,4053206.0,10.0,494045.0,0.154924,0.000253655,38.0,9.0
764,consph,DIMACS10,83334,2963573.0,0.0008535060000000001,80.0,0.0,71.0,0.587616,102377445.0,1228.0,1486.0,0.450503,0.45911199999999996,42.0,24.0
765,cop20k-A,DIMACS10,121192,1262244.0,0.00017188099999999998,80.0,0.0,20.0,-0.0107062,17467164.0,144.0,652.0,0.492709,0.48378699999999997,19.0,14.0
766,cs4,DIMACS10,22499,43858.0,0.00017328900000000003,4.0,2.0,3.0,0.316525,7371.0,0.0,2.0,0.056535800000000004,0.0575163,4.0,3.0
767,cti,DIMACS10,16840,48232.0,0.000340179,6.0,3.0,5.0,0.7520819999999999,1086.0,0.0,1.0,0.00489509,0.00471823,5.0,3.0
768,delaunay-n10,DIMACS10,1024,3056.0,0.00583456,12.0,3.0,5.0,-0.11534900000000001,6141.0,5.0,12.0,0.435625,0.381761,5.0,4.0
769,delaunay-n11,DIMACS10,2048,6127.0,0.00292301,13.0,3.0,5.0,-0.101418,12312.0,6.0,12.0,0.436544,0.37858600000000003,5.0,4.0
770,delaunay-n12,DIMACS10,4096,12264.0,0.00146234,14.0,3.0,5.0,-0.107217,24645.0,6.0,13.0,0.43486499999999995,0.37911300000000003,5.0,4.0
771,delaunay-n13,DIMACS10,8192,24547.0,0.000731647,12.0,3.0,5.0,-0.12775999999999998,49326.0,6.0,12.0,0.4335,0.37958800000000004,5.0,4.0
772,delaunay-n14,DIMACS10,16384,49122.0,0.00036601,16.0,3.0,5.0,-0.124571,98763.0,6.0,15.0,0.43381099999999995,0.379391,5.0,4.0
773,delaunay-n15,DIMACS10,32768,98274.0,0.000183055,18.0,3.0,5.0,-0.131056,197616.0,6.0,18.0,0.43391899999999994,0.37909,5.0,4.0
774,delaunay-n16,DIMACS10,65536,196575.0,9.15e-05,17.0,3.0,5.0,-0.1335,395526.0,6.0,17.0,0.43422299999999997,0.379336,5.0,4.0
775,delaunay-n17,DIMACS10,131072,393176.0,4.5799999999999995e-05,17.0,3.0,5.0,-0.13527,790860.0,6.0,19.0,0.433647,0.37947,5.0,4.0
776,delaunay-n18,DIMACS10,262144,786396.0,2.2899999999999998e-05,21.0,3.0,5.0,-0.138567,1581702.0,6.0,21.0,0.433433,0.37953200000000004,5.0,4.0
777,delaunay-n19,DIMACS10,524288,1572823.0,1.1400000000000001e-05,21.0,3.0,5.0,-0.142029,3163878.0,6.0,21.0,0.43343100000000007,0.379662,5.0,4.0
778,delaunay-n20,DIMACS10,1048576,3145686.0,5.72e-06,23.0,3.0,5.0,-0.143983,6327270.0,6.0,22.0,0.43332299999999996,0.379677,5.0,4.0
779,delaunay-n21,DIMACS10,2097152,6291408.0,2.86e-06,23.0,3.0,5.0,-0.145511,12655158.0,6.0,22.0,0.43339300000000003,0.3797,5.0,4.0
780,delaunay-n22,DIMACS10,4194304,12582869.0,1.43e-06,23.0,3.0,5.0,-0.146817,25310016.0,6.0,22.0,0.43337700000000007,0.379691,5.0,4.0
781,delaunay-n23,DIMACS10,8388608,25165784.0,7.15e-07,28.0,3.0,5.0,-0.147678,50620077.0,6.0,27.0,0.43336499999999994,0.379703,5.0,4.0
782,delaunay-n24,DIMACS10,16777216,50331601.0,3.5799999999999995e-07,26.0,3.0,5.0,-0.148498,101240010.0,6.0,26.0,0.43336499999999994,0.379709,5.0,4.0
783,email-enron,DIMACS10,69244,274608.0,0.00011454700000000001,1776.0,0.0,7.0,-0.158995,4966969.0,71.0,35840.0,0.198638,0.0911006,62.0,31.0
784,fe-4elt2,DIMACS10,11143,32818.0,0.00052866,12.0,3.0,5.0,-0.07319149999999999,65043.0,5.0,12.0,0.416076,0.394422,5.0,4.0
785,fe-body,DIMACS10,45087,163734.0,0.00016109299999999998,28.0,0.0,7.0,0.0223013,465528.0,10.0,48.0,0.47721499999999994,0.403477,7.0,6.0
786,fe-ocean,DIMACS10,143437,409593.0,3.98e-05,6.0,1.0,5.0,0.566788,0.0,0.0,0.0,0.0,0.0,5.0,2.0
787,fe-sphere,DIMACS10,16386,49152.0,0.000366144,6.0,4.0,5.0,-0.00024419999999999997,98304.0,5.0,6.0,0.400098,0.400039,6.0,3.0
788,fe-tooth,DIMACS10,78136,452591.0,0.000148265,39.0,3.0,11.0,-0.0492005,2164227.0,27.0,111.0,0.511325,0.375601,8.0,5.0
789,fe-rotor,DIMACS10,99617,662431.0,0.00013350799999999998,125.0,5.0,13.0,0.0455423,3357252.0,33.0,369.0,0.43141899999999994,0.37666700000000003,9.0,5.0
790,hugebubbles-00020,DIMACS10,21198119,31790179.0,1.41e-07,3.0,2.0,2.0,0.303929,0.0,0.0,0.0,0.0,0.0,3.0,2.0
791,hugetrace-00000,DIMACS10,4588484,6879133.0,6.529999999999999e-07,3.0,2.0,2.0,0.28815100000000005,0.0,0.0,0.0,0.0,0.0,3.0,2.0
792,hugetrace-00010,DIMACS10,12057441,18082179.0,2.4899999999999997e-07,3.0,2.0,2.0,0.253909,0.0,0.0,0.0,0.0,0.0,3.0,2.0
793,hugetrace-00020,DIMACS10,16002413,23998813.0,1.87e-07,3.0,2.0,2.0,0.257895,0.0,0.0,0.0,0.0,0.0,3.0,2.0
794,hugetric-00000,DIMACS10,5824554,8733523.0,5.15e-07,3.0,2.0,2.0,0.278171,0.0,0.0,0.0,0.0,0.0,3.0,2.0
795,hugetric-00010,DIMACS10,6592765,9885854.0,4.55e-07,3.0,2.0,2.0,0.287973,0.0,0.0,0.0,0.0,0.0,3.0,2.0
796,hugetric-00020,DIMACS10,7122792,10680777.0,4.21e-07,3.0,2.0,2.0,0.287144,0.0,0.0,0.0,0.0,0.0,3.0,2.0
797,inf-asia-osm,DIMACS10,11950757,12711603.0,1.78e-07,9.0,1.0,2.0,0.342283,23817.0,0.0,8.0,0.000592161,0.00151366,4.0,3.0
798,inf-belgium-osm,DIMACS10,1441295,1549970.0,1.49e-06,10.0,1.0,2.0,0.10288299999999999,7260.0,0.0,4.0,0.00167673,0.00370665,4.0,3.0
799,inf-europe-osm,DIMACS10,50912018,54054660.0,4.1699999999999996e-08,13.0,1.0,2.0,0.175674,185130.0,0.0,7.0,0.00117339,0.00278039,4.0,3.0
800,inf-germany-osm,DIMACS10,11548845,12369181.0,1.85e-07,13.0,1.0,2.0,0.0742904,40170.0,0.0,6.0,0.00123128,0.00255183,4.0,3.0
801,inf-great-britain-osm,DIMACS10,7733822,8156517.0,2.73e-07,8.0,1.0,2.0,0.026496299999999997,32724.0,0.0,5.0,0.00142645,0.00321143,4.0,3.0
802,inf-italy-osm,DIMACS10,6686493,7013978.0,3.14e-07,9.0,1.0,2.0,0.253644,22230.0,0.0,5.0,0.00101991,0.00269188,4.0,3.0
803,inf-luxembourg-osm,DIMACS10,114599,119666.0,1.82e-05,6.0,1.0,2.0,0.09655760000000001,204.0,0.0,1.0,0.000605881,0.0014578,3.0,3.0
804,inf-netherlands-osm,DIMACS10,2216688,2441238.0,9.940000000000001e-07,7.0,1.0,2.0,0.103974,6096.0,0.0,4.0,0.0009615569999999999,0.00184131,4.0,3.0
805,inf-road-central,DIMACS10,14081816,16933413.0,1.71e-07,8.0,1.0,2.0,0.0616914,686754.0,0.0,8.0,0.015895799999999998,0.022990299999999998,4.0,3.0
806,inf-road-usa,DIMACS10,23947347,28854312.0,1.0099999999999999e-07,9.0,1.0,2.0,0.0673584,1316412.0,0.0,8.0,0.0176287,0.025805599999999998,4.0,3.0
807,kron-g500-logn16,DIMACS10,65536,2456071.0,0.00114371,17997.0,0.0,74.0,-0.179972,356433963.0,5438.0,1915714.0,0.262338,0.105428,433.0,136.0
808,kron-g500-logn17,DIMACS10,131070,5113985.0,0.000595369,29935.0,0.0,78.0,-0.161358,862780317.0,6582.0,3860997.0,0.224066,0.0883858,552.0,155.0
809,kron-g500-logn18,DIMACS10,262144,10582686.0,0.000307998,49162.0,0.0,80.0,-0.253324,2063033001.0,7869.0,7710238.0,0.191176,0.0741436,696.0,178.0
810,kron-g500-logn19,DIMACS10,524287,21780787.0,0.000158477,80674.0,0.0,83.0,-0.18781199999999998,4876677363.0,9301.0,15308832.0,0.16047999999999998,0.062137599999999994,936.0,206.0
811,kron-g500-logn20,DIMACS10,1048576,44619402.0,8.120000000000001e-05,131503.0,0.0,85.0,-0.5098739999999999,11410828554.0,10882.0,30128511.0,0.134983,0.0520687,1264.0,232.0
812,kron-g500-logn21,DIMACS10,2097152,91040932.0,4.14e-05,213904.0,0.0,86.0,-0.30056,26446949046.0,12610.0,59179454.0,0.11265599999999999,0.0436041,1686.0,259.0
813,m14b,DIMACS10,214765,1679018.0,7.28e-05,40.0,4.0,15.0,0.156613,10341933.0,48.0,125.0,0.42482,0.403561,10.0,7.0
814,packing-500x100x100-b050,DIMACS10,2145852,17488243.0,7.6e-06,18.0,0.0,16.0,0.597352,110870526.0,51.0,60.0,0.41118999999999994,0.401482,10.0,4.0
815,polblogs,DIMACS10,1490,19022.0,0.017147700000000002,467.0,0.0,25.0,-0.196103,459402.0,308.0,9484.0,0.312823,0.25111100000000003,44.0,20.0
816,rgg-n-2-15-s0,DIMACS10,32768,160240.0,0.00029847900000000004,24.0,0.0,9.0,0.583445,922638.0,28.0,154.0,0.588384,0.58765,13.0,13.0
817,rgg-n-2-16-s0,DIMACS10,65536,342127.0,0.00015931799999999998,27.0,0.0,10.0,0.594137,2097825.0,32.0,202.0,0.5881569999999999,0.586701,14.0,14.0
818,rgg-n-2-17-s0,DIMACS10,131072,728753.0,8.48e-05,28.0,0.0,11.0,0.588853,4760676.0,36.0,216.0,0.588272,0.5871689999999999,15.0,14.0
819,rgg-n-2-18-s0,DIMACS10,262144,1547283.0,4.5e-05,31.0,0.0,11.0,0.586294,10726200.0,40.0,282.0,0.587236,0.5868720000000001,16.0,15.0
820,rgg-n-2-19-s0,DIMACS10,524288,3269766.0,2.3800000000000003e-05,30.0,0.0,12.0,0.5868680000000001,23936583.0,45.0,264.0,0.5869949999999999,0.586594,18.0,18.0
821,rgg-n-2-20-s0,DIMACS10,1048576,6891620.0,1.25e-05,36.0,0.0,13.0,0.585831,53169753.0,50.0,388.0,0.5871609999999999,0.586871,18.0,17.0
822,rgg-n-2-21-s0,DIMACS10,2097152,14487995.0,6.59e-06,37.0,0.0,13.0,0.588044,117543657.0,56.0,385.0,0.5870380000000001,0.586839,19.0,18.0
823,rgg-n-2-22-s0,DIMACS10,4194304,30359198.0,3.45e-06,36.0,0.0,14.0,0.58682,257888262.0,61.0,425.0,0.58687,0.586627,20.0,20.0
824,rgg-n-2-23-s0,DIMACS10,8388608,63501393.0,1.8e-06,40.0,0.0,15.0,0.586371,564067992.0,67.0,505.0,0.58681,0.586638,21.0,21.0
825,rgg-n-2-24-s0,DIMACS10,16777216,132557200.0,9.42e-07,40.0,0.0,15.0,0.586638,1228873995.0,73.0,496.0,0.586685,0.5865739999999999,21.0,21.0
826,soc-Epinions1,DIMACS10,75888,508837.0,0.000176713,3079.0,0.0,13.0,-0.0109134,9145154.0,120.0,79161.0,0.162142,0.0819851,92.0,20.0
827,t60k,DIMACS10,60005,89440.0,4.970000000000001e-05,3.0,2.0,2.0,0.164731,0.0,0.0,0.0,0.0,0.0,3.0,2.0
828,tech-caidaRouterLevel,DIMACS10,192244,609066.0,3.3e-05,1071.0,1.0,6.0,0.024979499999999998,1365186.0,7.0,6044.0,0.157413,0.060759400000000005,33.0,17.0
829,venturiLevel3,DIMACS10,4026819,8054237.0,9.93e-07,6.0,2.0,4.0,0.441826,81960.0,0.0,2.0,0.00291598,0.00338772,4.0,3.0
830,wing,DIMACS10,62032,121544.0,6.32e-05,4.0,2.0,3.0,0.360338,20055.0,0.0,2.0,0.055595000000000006,0.05615219999999999,4.0,3.0
831,wing-nodal,DIMACS10,10937,75488.0,0.00126227,28.0,5.0,13.0,0.22326,401541.0,36.0,81.0,0.42130200000000007,0.397041,9.0,6.0
0,frb100-40,BHOSLIB,4000,7425226.0,0.928385,3864.0,3553.0,3712.0,-0.0140786,25586898846.0,6400000.0,6922343.0,0.928226,0.928218,3572.0,73.0
1,frb30-15-1,BHOSLIB,450,83198.0,0.8235389999999999,407.0,327.0,369.0,-0.029107799999999996,25223715.0,56052.0,67480.0,0.821076,0.820998,340.0,24.0
2,frb30-15-2,BHOSLIB,450,83151.0,0.8230729999999999,404.0,333.0,369.0,-0.023706099999999997,25170744.0,55934.0,66715.0,0.820417,0.8203719999999999,338.0,24.0
3,frb30-15-3,BHOSLIB,450,83216.0,0.823717,400.0,327.0,369.0,-0.0321251,25248615.0,56108.0,65214.0,0.821498,0.8214040000000001,337.0,25.0
4,frb30-15-4,BHOSLIB,450,83194.0,0.823499,401.0,339.0,369.0,-0.029354599999999998,25223874.0,56053.0,65780.0,0.8211780000000001,0.821099,340.0,25.0
