,Graph,Collection,Nodes,Edges,Density,Maximum degree,Minimum degree,Average degree,Assortativity,Total triangles,Average triangles,Maximum triangles,Avg. clustering coef.,Frac. closed triangles,Maximum k-core,Max. clique (lb)
902,ENZYMES-g421,Cheminformatics,25.0,98.0,0.3267,6.0,0.0,3.92,-0.06,41.0,1.64,6.5,0.233,0.28300000000000003,3.0,2.0
806,ENZYMES-g335,Cheminformatics,25.0,102.0,0.34,6.0,0.0,4.08,-0.03,78.0,3.12,6.0,0.556,0.462,3.0,2.0
664,ENZYMES-g207,Cheminformatics,24.0,86.0,0.3116,5.0,0.0,3.58,-0.04,68.0,2.83,5.0,0.64,0.613,3.0,2.0
1079,ENZYMES-g581,Cheminformatics,23.0,106.0,0.419,7.0,0.0,4.61,-0.06,89.0,3.87,7.5,0.499,0.47600000000000003,3.0,2.0
916,ENZYMES-g434,Cheminformatics,43.0,140.0,0.155,5.0,0.0,3.26,-0.01,62.0,1.44,4.0,0.31,0.35,3.0,2.0
1074,ENZYMES-g577,Cheminformatics,27.0,104.0,0.2963,6.0,0.0,3.85,-0.05,72.0,2.67,7.0,0.48100000000000004,0.474,3.0,2.0
655,ENZYMES-g2,Cheminformatics,23.0,102.0,0.4032,6.0,0.0,4.43,-0.04,93.0,4.04,7.0,0.523,0.511,3.0,2.0
1073,ENZYMES-g576,Cheminformatics,27.0,102.0,0.2906,5.0,0.0,3.78,-0.05,72.0,2.67,7.0,0.525,0.5,3.0,2.0
804,ENZYMES-g333,Cheminformatics,33.0,122.0,0.2311,5.0,0.0,3.7,-0.04,96.0,2.91,5.0,0.62,0.578,3.0,2.0
772,ENZYMES-g304,Cheminformatics,42.0,164.0,0.1905,8.0,0.0,3.9,-0.03,70.0,1.67,9.0,0.278,0.27,3.0,2.0
747,ENZYMES-g282,Cheminformatics,50.0,172.0,0.1404,6.0,0.0,3.44,-0.02,33.0,0.66,5.0,0.127,0.149,3.0,1.0
635,ENZYMES-g181,Cheminformatics,40.0,162.0,0.2077,7.0,0.0,4.05,-0.01,77.0,1.93,5.0,0.3,0.287,3.0,1.0
654,ENZYMES-g199,Cheminformatics,62.0,216.0,0.1142,6.0,0.0,3.48,-0.03,46.0,0.74,4.0,0.147,0.163,3.0,1.0
1067,ENZYMES-g570,Cheminformatics,45.0,156.0,0.1576,6.0,0.0,3.47,-0.04,60.0,1.33,3.0,0.332,0.3,3.0,1.0
773,ENZYMES-g305,Cheminformatics,46.0,186.0,0.1797,7.0,0.0,4.04,-0.03,90.0,1.96,6.0,0.317,0.295,3.0,2.0
821,ENZYMES-g349,Cheminformatics,64.0,236.0,0.1171,8.0,0.0,3.69,0.0,78.0,1.22,5.0,0.24,0.21,3.0,2.0
1034,ENZYMES-g540,Cheminformatics,49.0,184.0,0.1565,6.0,0.0,3.76,-0.02,63.0,1.29,6.0,0.247,0.23600000000000002,3.0,1.0
920,ENZYMES-g438,Cheminformatics,48.0,198.0,0.1755,9.0,0.0,4.13,-0.03,96.0,2.0,10.0,0.287,0.257,3.0,2.0
649,ENZYMES-g194,Cheminformatics,46.0,200.0,0.1932,6.0,0.0,4.35,-0.01,80.0,1.74,5.0,0.225,0.22,3.0,1.0
1015,ENZYMES-g523,Cheminformatics,48.0,222.0,0.1968,6.0,0.0,4.63,-0.03,112.0,2.33,6.0,0.28600000000000003,0.273,3.0,2.0
650,ENZYMES-g195,Cheminformatics,47.0,184.0,0.1702,7.0,0.0,3.91,-0.02,83.0,1.77,5.0,0.289,0.292,3.0,2.0
795,ENZYMES-g325,Cheminformatics,50.0,196.0,0.16,7.0,0.0,3.92,-0.02,66.0,1.32,4.0,0.223,0.221,3.0,2.0
560,ENZYMES-g113,Cheminformatics,52.0,196.0,0.1478,6.0,0.0,3.77,-0.03,59.0,1.13,6.0,0.18100000000000002,0.215,3.0,2.0
1019,ENZYMES-g527,Cheminformatics,57.0,214.0,0.1341,8.0,0.0,3.75,-0.03,80.0,1.4,4.0,0.27,0.25,3.0,2.0
1025,ENZYMES-g532,Cheminformatics,74.0,240.0,0.0889,7.0,0.0,3.24,-0.01,48.0,0.65,4.0,0.092,0.138,3.0,1.0
683,ENZYMES-g224,Cheminformatics,54.0,210.0,0.1468,8.0,0.0,3.89,-0.02,96.0,1.78,4.0,0.303,0.294,3.0,1.0
895,ENZYMES-g415,Cheminformatics,34.0,152.0,0.2709,6.0,0.0,4.47,-0.01,71.0,2.09,6.0,0.284,0.259,3.0,2.0
999,ENZYMES-g509,Cheminformatics,41.0,176.0,0.2146,6.0,0.0,4.29,-0.01,65.0,1.59,3.0,0.24600000000000002,0.212,3.0,1.0
927,ENZYMES-g444,Cheminformatics,39.0,158.0,0.2132,8.0,0.0,4.05,-0.04,57.0,1.46,4.0,0.267,0.217,3.0,2.0
631,ENZYMES-g178,Cheminformatics,42.0,176.0,0.2044,6.0,0.0,4.19,-0.01,71.0,1.69,6.0,0.27699999999999997,0.235,3.0,1.0
599,ENZYMES-g149,Cheminformatics,39.0,164.0,0.2213,6.0,0.0,4.21,-0.03,79.0,2.03,6.0,0.29100000000000004,0.29,3.0,2.0
1090,ENZYMES-g591,Cheminformatics,51.0,196.0,0.1537,6.0,0.0,3.84,-0.02,70.0,1.37,5.0,0.225,0.239,3.0,1.0
611,ENZYMES-g16,Cheminformatics,55.0,194.0,0.1306,6.0,0.0,3.53,-0.03,66.0,1.2,6.0,0.182,0.23199999999999998,3.0,2.0
1098,ENZYMES-g599,Cheminformatics,51.0,190.0,0.149,9.0,0.0,3.73,-0.04,30.0,0.59,5.0,0.085,0.092,3.0,1.0
758,ENZYMES-g292,Cheminformatics,60.0,200.0,0.113,6.0,0.0,3.33,-0.03,54.0,0.9,4.0,0.16699999999999998,0.213,3.0,2.0
816,ENZYMES-g344,Cheminformatics,23.0,78.0,0.3083,5.0,0.0,3.39,-0.03,58.0,2.52,5.0,0.623,0.611,3.0,2.0
1120,ENZYMES-g78,Cheminformatics,17.0,58.0,0.4265,5.0,0.0,3.41,-0.08,39.0,2.29,4.0,0.597,0.5820000000000001,3.0,2.0
896,ENZYMES-g416,Cheminformatics,24.0,92.0,0.3333,6.0,0.0,3.83,-0.07,32.0,1.33,6.5,0.184,0.244,3.0,2.0
851,ENZYMES-g376,Cheminformatics,12.0,44.0,0.6667,5.0,0.0,3.67,-0.11,10.0,0.83,2.0,0.204,0.185,3.0,1.0
1062,ENZYMES-g566,Cheminformatics,14.0,66.0,0.7253,6.0,0.0,4.71,-0.06,56.0,4.0,7.0,0.48,0.452,3.0,2.0
1080,ENZYMES-g582,Cheminformatics,18.0,74.0,0.4837,5.0,0.0,4.11,-0.09,46.0,2.56,5.0,0.41100000000000003,0.426,3.0,2.0
602,ENZYMES-g151,Cheminformatics,22.0,80.0,0.3463,6.0,0.0,3.64,-0.06,29.0,1.32,6.0,0.161,0.242,3.0,2.0
577,ENZYMES-g129,Cheminformatics,11.0,40.0,0.7273,5.0,0.0,3.64,-0.09,30.0,2.73,4.0,0.603,0.5660000000000001,3.0,2.0
585,ENZYMES-g136,Cheminformatics,3.0,6.0,2.0,2.0,0.0,2.0,-0.5,1.0,0.33,0.5,0.33299999999999996,0.5,2.0,1.0
581,ENZYMES-g132,Cheminformatics,16.0,64.0,0.5333,6.0,0.0,4.0,-0.06,55.0,3.44,7.0,0.605,0.556,3.0,2.0
1061,ENZYMES-g565,Cheminformatics,19.0,68.0,0.3977,5.0,0.0,3.58,-0.04,51.0,2.68,5.0,0.595,0.5670000000000001,3.0,2.0
989,ENZYMES-g50,Cheminformatics,9.0,30.0,0.8333,4.0,0.0,3.33,-0.15,25.0,2.78,3.5,0.741,0.758,3.0,2.0
941,ENZYMES-g457,Cheminformatics,33.0,84.0,0.1591,6.0,0.0,2.55,-0.03,9.0,0.27,3.0,0.034,0.10800000000000001,2.0,1.0
587,ENZYMES-g138,Cheminformatics,16.0,72.0,0.6,7.0,0.0,4.5,-0.06,69.0,4.31,7.0,0.565,0.523,3.0,2.0
824,ENZYMES-g351,Cheminformatics,22.0,84.0,0.3636,6.0,0.0,3.82,-0.06,31.0,1.41,4.0,0.243,0.261,3.0,1.0
574,ENZYMES-g126,Cheminformatics,32.0,94.0,0.1895,5.0,0.0,2.94,-0.06,13.0,0.41,2.0,0.08199999999999999,0.124,3.0,1.0
801,ENZYMES-g330,Cheminformatics,14.0,52.0,0.5714,7.0,0.0,3.71,-0.16,18.0,1.29,6.0,0.21100000000000002,0.273,3.0,2.0
606,ENZYMES-g155,Cheminformatics,18.0,66.0,0.4314,7.0,0.0,3.67,-0.1,23.0,1.28,5.5,0.198,0.237,3.0,2.0
969,ENZYMES-g482,Cheminformatics,26.0,88.0,0.2708,5.0,0.0,3.38,-0.05,25.0,0.96,4.0,0.163,0.21899999999999997,3.0,2.0
954,ENZYMES-g469,Cheminformatics,17.0,60.0,0.4412,5.0,0.0,3.53,-0.06,45.0,2.65,4.0,0.5820000000000001,0.5920000000000001,3.0,2.0
952,ENZYMES-g467,Cheminformatics,20.0,82.0,0.4316,6.0,0.0,4.1,-0.02,44.0,2.2,5.0,0.308,0.331,3.0,1.0
607,ENZYMES-g156,Cheminformatics,12.0,44.0,0.6667,5.0,0.0,3.67,-0.08,18.0,1.5,4.0,0.272,0.31,3.0,2.0
719,ENZYMES-g257,Cheminformatics,16.0,58.0,0.4833,5.0,0.0,3.63,-0.05,45.0,2.81,5.0,0.594,0.5920000000000001,3.0,2.0
811,ENZYMES-g34,Cheminformatics,8.0,28.0,1.0,5.0,0.0,3.5,-0.12,21.0,2.63,4.0,0.621,0.618,3.0,2.0
783,ENZYMES-g314,Cheminformatics,22.0,76.0,0.32899999999999996,5.0,0.0,3.45,-0.04,26.0,1.18,3.0,0.265,0.27699999999999997,3.0,1.0
1066,ENZYMES-g57,Cheminformatics,10.0,36.0,0.8,5.0,0.0,3.6,-0.16,27.0,2.7,4.0,0.667,0.614,3.0,2.0
615,ENZYMES-g163,Cheminformatics,12.0,44.0,0.6667,5.0,0.0,3.67,-0.11,29.0,2.42,5.0,0.556,0.5579999999999999,3.0,2.0
861,ENZYMES-g385,Cheminformatics,16.0,58.0,0.4833,5.0,0.0,3.63,-0.1,22.0,1.38,4.0,0.365,0.297,3.0,1.0
951,ENZYMES-g466,Cheminformatics,20.0,76.0,0.4,6.0,0.0,3.8,-0.03,26.0,1.3,4.0,0.193,0.23199999999999998,3.0,1.0
642,ENZYMES-g188,Cheminformatics,20.0,78.0,0.4105,5.0,0.0,3.9,-0.01,56.0,2.8,7.0,0.44799999999999995,0.475,3.0,2.0
908,ENZYMES-g427,Cheminformatics,36.0,128.0,0.2032,5.0,0.0,3.56,-0.03,114.0,3.17,5.0,0.759,0.659,3.0,2.0
1030,ENZYMES-g537,Cheminformatics,42.0,178.0,0.2067,8.0,0.0,4.24,-0.04,97.0,2.31,11.5,0.32899999999999996,0.311,3.0,2.0
563,ENZYMES-g116,Cheminformatics,42.0,148.0,0.1719,5.0,0.0,3.52,-0.03,108.0,2.57,6.0,0.5670000000000001,0.563,3.0,2.0
778,ENZYMES-g31,Cheminformatics,38.0,162.0,0.2304,7.0,0.0,4.26,-0.02,126.0,3.32,7.0,0.5379999999999999,0.45799999999999996,3.0,2.0
690,ENZYMES-g230,Cheminformatics,32.0,136.0,0.2742,7.0,0.0,4.25,-0.03,105.0,3.28,7.0,0.516,0.469,3.0,2.0
1136,ENZYMES-g92,Cheminformatics,36.0,154.0,0.2444,7.0,0.0,4.28,-0.05,118.0,3.28,6.0,0.49,0.46299999999999997,3.0,2.0
984,ENZYMES-g496,Cheminformatics,42.0,152.0,0.1765,6.0,0.0,3.62,-0.03,104.0,2.48,6.0,0.529,0.505,3.0,2.0
619,ENZYMES-g167,Cheminformatics,43.0,188.0,0.2082,7.0,0.0,4.37,-0.03,152.0,3.53,8.0,0.49700000000000005,0.46299999999999997,3.0,2.0
1032,ENZYMES-g539,Cheminformatics,41.0,184.0,0.2244,6.0,0.0,4.49,-0.03,154.0,3.76,6.0,0.52,0.47100000000000003,3.0,2.0
990,ENZYMES-g500,Cheminformatics,43.0,196.0,0.2171,6.0,0.0,4.56,-0.01,159.0,3.7,7.0,0.478,0.434,4.0,2.0
676,ENZYMES-g218,Cheminformatics,44.0,194.0,0.2051,8.0,0.0,4.41,-0.03,119.0,2.7,8.0,0.35600000000000004,0.342,3.0,2.0
1129,ENZYMES-g86,Cheminformatics,39.0,138.0,0.1862,6.0,0.0,3.54,-0.04,100.0,2.56,6.0,0.603,0.568,3.0,2.0
622,ENZYMES-g17,Cheminformatics,40.0,190.0,0.2436,7.0,0.0,4.75,-0.02,151.0,3.78,6.0,0.441,0.41100000000000003,3.0,2.0
1048,ENZYMES-g553,Cheminformatics,45.0,164.0,0.1657,6.0,0.0,3.64,-0.02,135.0,3.0,7.0,0.607,0.5920000000000001,3.0,2.0
756,ENZYMES-g290,Cheminformatics,38.0,148.0,0.2105,6.0,0.0,3.89,-0.03,130.0,3.42,6.5,0.624,0.575,3.0,2.0
722,ENZYMES-g26,Cheminformatics,40.0,170.0,0.2179,7.0,0.0,4.25,-0.02,145.0,3.63,8.0,0.5529999999999999,0.505,3.0,2.0
1028,ENZYMES-g535,Cheminformatics,40.0,168.0,0.2154,6.0,0.0,4.2,-0.02,141.0,3.53,7.0,0.5329999999999999,0.509,3.0,2.0
544,ENZYMES-g1,Cheminformatics,37.0,168.0,0.2523,7.0,0.0,4.54,-0.02,149.0,4.03,6.5,0.523,0.48200000000000004,4.0,2.0
1078,ENZYMES-g580,Cheminformatics,38.0,150.0,0.2134,7.0,0.0,3.95,-0.04,111.0,2.92,10.0,0.545,0.489,3.0,2.0
1127,ENZYMES-g84,Cheminformatics,35.0,148.0,0.2487,5.0,0.0,4.23,-0.04,112.0,3.2,6.0,0.486,0.469,3.0,2.0
978,ENZYMES-g490,Cheminformatics,35.0,134.0,0.2252,6.0,0.0,3.83,-0.05,100.0,2.86,7.0,0.552,0.521,3.0,2.0
753,ENZYMES-g288,Cheminformatics,41.0,158.0,0.1927,7.0,0.0,3.85,-0.03,138.0,3.37,9.0,0.648,0.585,3.0,2.0
1047,ENZYMES-g552,Cheminformatics,41.0,172.0,0.2098,7.0,0.0,4.2,-0.02,143.0,3.49,9.0,0.535,0.485,3.0,2.0
890,ENZYMES-g410,Cheminformatics,28.0,124.0,0.32799999999999996,7.0,0.0,4.43,-0.06,108.0,3.86,7.5,0.5479999999999999,0.507,3.0,2.0
